Size,Volatility,POV,Cost
0.183999184,0.0142,0.033433195,2.160841518
0.11824,0.0346,0.034312295,3.286061778
0.301066497,0.0499,0.034518217,3.006945748
0.149828108,0.0075,0.033522655,2.143939306
0.344393667,0.0476,0.034184118,4.425187667
0.180824775,0.0673,0.033230498,5.891431982
0.199327538,0.0295,0.033561403,2.805568289
0.196071294,0.0224,0.033641862,2.405464229
0.146894855,0.0146,0.03368534,2.308081734
0.180889778,0.0688,0.036620728,4.079697778
0.18334,0.0599,0.032700233,4.77129875
0.154018174,0.0173,0.033494495,2.105407873
0.18235118,0.0212,0.034095991,2.481602904
0.183945294,0.0215,0.033567676,2.073114011
0.14663833,0.0078,0.033647823,1.569041387
0.114174208,0.0386,0.031923354,1.928935747
0.169345911,0.0172,0.033619318,2.301137771
0.100627155,0.0458,0.032551285,3.6143125
0.125955607,0.0202,0.033665054,2.590226333
0.116687179,0.0305,0.031994372,3.099695726
0.226941854,0.0333,0.033649509,2.477267416
0.213659242,0.0413,0.034390681,3.203188626
0.163412671,0.0468,0.033578666,2.112138927
0.234086737,0.0318,0.035080488,2.795427158
0.095541712,0.0498,0.033214286,2.257051002
0.139509232,0.0081,0.034051214,1.96875824
0.130220061,0.0344,0.032334819,3.626165502
0.139965451,0.0293,0.031762926,4.520657725
0.12385641,0.0598,0.033092557,3.464151282
0.12936457,0.006,0.033933369,1.791352649
0.207096574,0.0403,0.034033816,3.462295916
0.157105891,0.0188,0.033561076,2.576745068
0.146281223,0.0358,0.03460667,3.824177293
0.206812931,0.0366,0.034643753,3.926636638
0.159888494,0.014,0.034029042,2.426190798
0.236549315,0.0247,0.034401032,3.263684589
0.129300212,0.0442,0.033336911,2.976871125
0.143651931,0.0608,0.032201108,3.988099571
0.099147173,0.0351,0.033593695,3.749634452
0.182003498,0.0388,0.033468471,2.407566773
0.253526728,0.0506,0.034593239,3.618856682
0.199784524,0.0245,0.033427358,2.052738055
0.304786014,0.0552,0.036892875,2.842506294
0.14149676,0.0143,0.033779038,2.02290219
0.13185,0.0331,0.033240403,3.248235603
0.177591622,0.0073,0.032912272,1.634070588
0.139131799,0.0473,0.033633772,4.774518828
0.162916471,0.0149,0.03371883,2.177974828
0.180930043,0.0341,0.033028899,3.298525322
0.108892762,0.0099,0.033377088,2.142413385
0.117658547,0.0617,0.033664718,4.314119658
0.112698332,0.0121,0.03363126,2.015763341
0.15303927,0.0104,0.033879952,1.900508936
0.341587977,0.0345,0.032827387,1.906773855
0.1442462,0.0113,0.033603282,2.41238289
0.119385567,0.0272,0.033300443,2.29639119
0.070632773,0.0464,0.033017592,3.368040336
0.223572354,0.0463,0.033614992,2.843545572
0.089367797,0.0482,0.033683764,3.523114576
0.132448975,0.0186,0.033832856,2.460089882
0.091000964,0.0286,0.032983318,4.558252289
0.164096603,0.0125,0.033544823,2.273376826
0.121586724,0.0444,0.035331627,3.476717987
0.168513136,0.0193,0.033295778,2.767222721
0.164277822,0.025,0.033469411,1.566790297
0.138309134,0.0086,0.033274455,1.788381461
0.12799695,0.0106,0.033669874,2.024742363
0.168326266,0.0057,0.033677351,2.008583544
0.155496425,0.0264,0.032646058,2.635423402
0.135837584,0.0495,0.033219165,2.78109698
0.187009624,0.0161,0.033883958,2.397034717
0.132158488,0.0405,0.032645898,2.435890954
0.152710965,0.0641,0.033693399,6.476893421
0.179973093,0.0241,0.034015396,1.813022708
0.247850759,0.0326,0.035605538,2.671063341
0.194531223,0.0157,0.033879231,2.105391119
0.110195,0.0579,0.033268618,7.238542083
0.15388772,0.0158,0.033742419,2.610651371
0.148714059,0.0523,0.03541167,4.031012698
0.211685122,0.0232,0.033900897,2.18599245
0.125785666,0.0132,0.03403651,2.312746765
0.132862835,0.0406,0.033698438,2.674575479
0.162929492,0.0111,0.033909463,1.941955318
0.150890744,0.046,0.033795759,4.079488316
0.144436811,0.027,0.033647344,2.868055875
0.509354592,0.0356,0.033561004,2.065979592
0.235262637,0.0294,0.035158949,1.893530632
0.254683309,0.0211,0.034466059,2.381758092
0.163448767,0.0206,0.033580416,2.570504273
0.179004977,0.0451,0.034961535,2.726943891
0.16726334,0.0243,0.033896443,3.020505696
0.197362743,0.0194,0.034027182,2.092626188
0.213597129,0.0554,0.036749625,2.694223445
0.295632727,0.0696,0.034533026,3.76504
0.210131795,0.0336,0.033320945,3.339839231
0.246701096,0.0436,0.033437548,3.169124561
0.1274,0.0266,0.033363998,2.327057635
0.135919269,0.0147,0.033700449,2.343734942
0.152586966,0.0184,0.033525458,2.611122098
0.233906726,0.0505,0.034116041,3.918699103
0.094947391,0.0576,0.032692238,3.378728696
0.192981065,0.0154,0.033860868,2.545717931
0.182320884,0.0145,0.033594041,2.296593433
0.178068141,0.0342,0.033487468,2.917417051
0.150327358,0.0182,0.033663602,2.491646812
0.14392566,0.048,0.034109361,3.795635283
0.148858482,0.0383,0.034091544,2.739637054
0.151073681,0.012,0.033565886,2.335021794
0.17402094,0.0432,0.03491905,3.010015385
0.14928,0.0327,0.033417881,2.988112609
0.227658577,0.0551,0.033549555,4.348653556
0.130410995,0.0105,0.033882266,2.152410901
0.159951842,0.0168,0.033827015,2.638546278
0.130686825,0.0578,0.033256441,3.648416847
0.269866608,0.0348,0.034156043,3.744840106
0.101700893,0.0549,0.034470363,3.831684375
0.121240139,0.0101,0.033485906,1.85297597
0.145049644,0.0116,0.033670171,2.106956263
0.152938255,0.0507,0.031798495,4.588257718
0.143333201,0.0191,0.033919551,2.18678047
0.07001,0.0381,0.032748137,3.06494413
0.180334558,0.0091,0.033939308,2.147596726
0.174755031,0.0246,0.033633405,2.56777106
0.097173276,0.0496,0.034293191,4.461597414
0.181468951,0.0226,0.033971867,1.995651151
0.125180235,0.0214,0.033796742,2.298842244
0.193019306,0.0314,0.032642285,3.064571946
0.249493243,0.0265,0.03449379,2.484871959
0.146562679,0.0094,0.034102452,2.253824286
0.161385138,0.0095,0.033817991,2.021527507
0.183277145,0.019,0.033623707,2.332564308
0.180399715,0.0248,0.033490706,1.797609687
0.063332489,0.0592,0.03130748,3.130281435
0.070959914,0.0369,0.034151591,2.697652586
0.45111875,0.0563,0.031327173,4.298588839
0.142771516,0.021,0.0334646,2.286591455
0.091194384,0.0365,0.033434405,3.026037797
0.132723437,0.0583,0.026144716,3.405928125
0.204763752,0.024,0.03371081,2.145759681
0.147111156,0.0162,0.033723724,2.593341487
0.097959574,0.0457,0.033099956,4.13265234
0.116196,0.0452,0.03234256,4.392727556
0.392510536,0.026,0.034925743,2.359316821
0.355031163,0.0312,0.033092827,2.87401907
0.171100854,0.0178,0.033931222,2.574475056
0.191151627,0.034,0.032578547,3.022411714
0.200275572,0.0135,0.033761654,2.145688091
0.143834789,0.0449,0.033291779,3.748727948
0.147210934,0.0088,0.033951825,2.294727392
0.170326571,0.0228,0.033701378,2.409843603
0.215746605,0.0455,0.034112607,2.964778605
0.280065238,0.0631,0.036213615,2.782511905
0.148091205,0.0237,0.033847329,2.083939577
0.205232273,0.0638,0.033394522,9.031386364
0.14819146,0.0102,0.034077008,1.813836589
0.182320612,0.0256,0.03377595,2.654845878
0.104181182,0.042,0.034502421,4.848951204
0.184933032,0.0569,0.032651584,4.275726244
0.136728355,0.0151,0.03351082,2.258337327
0.153921733,0.0133,0.033723611,2.220245079
0.197014001,0.015,0.033813758,2.083966958
0.172247186,0.0384,0.034181966,2.568838528
0.208203763,0.0311,0.034749745,3.488194624
0.09943566,0.0353,0.033625541,2.542731539
0.173402158,0.0274,0.032696123,1.969946043
0.165065517,0.0071,0.032930587,1.374839464
0.095404839,0.0481,0.033337985,3.851946371
0.138557193,0.0258,0.033124002,2.720251053
0.200125406,0.0321,0.034139089,2.807949188
0.244837907,0.0435,0.034728726,2.980453721
0.199621657,0.0255,0.03379259,2.295864671
0.151487186,0.018,0.033731818,2.430961522
0.189586695,0.011,0.033806179,1.778800884
0.174690794,0.0235,0.033267807,2.414455974
0.207100359,0.0172,0.03358234,1.903989488
0.310102709,0.0273,0.034088538,2.070946953
0.157555145,0.0326,0.033137702,3.449712948
0.203558992,0.0187,0.03474048,2.467642035
0.1867098,0.0327,0.032848797,3.182458076
0.194525652,0.0228,0.033987174,3.533225652
0.104029036,0.0381,0.033674243,3.500182916
0.172861423,0.0287,0.033095725,3.4611501
0.058313866,0.0392,0.033040409,4.814022269
0.107893891,0.0302,0.03717817,3.261176527
0.19551897,0.0087,0.033965628,1.836570149
0.214366914,0.0154,0.034218332,2.186375596
0.184271849,0.0128,0.034033316,2.067549928
0.177033584,0.0158,0.03372036,2.548311665
0.071002966,0.0211,0.033338114,3.847980508
0.338088813,0.0252,0.036350249,2.651043836
0.036646888,0.0314,0.033777346,4.842907469
0.197348209,0.0213,0.035185966,3.005592985
0.14322551,0.0379,0.033317785,1.946581122
0.222289426,0.0096,0.034041735,2.076798432
0.216176912,0.0355,0.033699557,3.594138817
0.119667913,0.0047,0.034687186,2.264785047
0.131060644,0.0269,0.033894721,2.875218487
0.243789125,0.0163,0.034579612,2.759267833
0.219348007,0.022,0.033707331,2.745259965
0.074905128,0.0277,0.033427834,4.50508547
0.200245207,0.0176,0.034585535,1.882220827
0.204884847,0.0106,0.03388098,2.260277771
0.131805169,0.0206,0.032499404,2.231156629
0.139722415,0.007,0.033908515,2.007662493
0.187151767,0.0235,0.033825715,2.802069854
0.165644331,0.0131,0.034200951,2.421601275
0.171541725,0.0271,0.034335109,3.432541029
0.145400078,0.0108,0.033938117,2.139936676
0.237360121,0.0123,0.034261573,2.241854325
0.238927442,0.0208,0.033809956,2.16592
0.232963942,0.0342,0.03449386,1.803846154
0.176835565,0.0388,0.034150708,4.757413808
0.236069372,0.0188,0.034524149,2.688019632
0.265893333,0.0227,0.035140194,3.116480889
0.162782973,0.0135,0.033835344,2.188300187
0.062966792,0.0304,0.035365841,4.944816415
0.203317246,0.017,0.034323197,2.244935797
0.352209259,0.0333,0.034991884,3.3029875
0.178624627,0.0376,0.032134053,3.03015709
0.178404853,0.0162,0.033904994,2.987169294
0.171770114,0.0068,0.034592363,1.668316122
0.196588698,0.0127,0.033988217,2.420736928
0.170125916,0.0161,0.033720282,2.33401147
0.146060444,0.0282,0.032947618,2.381482222
0.127153484,0.0367,0.034267652,2.544241289
0.166846393,0.0191,0.034184841,2.669061162
0.171746506,0.0053,0.034266157,1.494743855
0.183142653,0.0148,0.033788066,2.200345533
0.19072186,0.0237,0.033194462,3.513945116
0.170372042,0.0113,0.034253196,1.966023604
0.149648307,0.0119,0.033875067,2.123813346
0.176897477,0.0205,0.034232199,3.357626835
0.224943165,0.028,0.03404714,2.441833333
0.300104299,0.0219,0.035147136,3.280073077
0.145280895,0.0374,0.033334936,3.733916048
0.208738,0.0092,0.033702792,2.087431321
0.268226437,0.0265,0.032386841,3.731461412
0.148501337,0.0065,0.034051572,2.297157041
0.171607247,0.0159,0.03376846,2.542837207
0.168723326,0.0276,0.034133071,3.197893952
0.081971204,0.005,0.033355715,1.124928796
0.085511489,0.0225,0.033386369,2.658984255
0.173943963,0.0177,0.033326759,2.4397739
0.179802939,0.0076,0.03394933,1.785783801
0.164960062,0.0082,0.034150105,2.075719673
0.189542993,0.0129,0.033956748,2.939810337
0.169758547,0.0371,0.032838017,2.990631624
0.147453092,0.0294,0.033402469,3.233549825
0.178523305,0.0071,0.034324132,1.572776429
0.115730392,0.0346,0.033315212,3.650709664
0.096768539,0.0334,0.033371069,3.877439888
0.125633691,0.0359,0.034509241,4.574396352
0.209700558,0.0132,0.034106585,2.10015216
0.174736706,0.0103,0.033990088,2.040749931
0.109960956,0.0049,0.032766404,2.371638645
0.153891932,0.0063,0.03505741,1.408090446
0.153295201,0.0156,0.034323732,2.658867869
0.185275064,0.0256,0.034883803,2.862419338
0.148920152,0.0138,0.034004431,1.942963524
0.13879692,0.0062,0.034797399,1.806988912
0.182066869,0.0272,0.033394059,1.957554343
0.191298942,0.011,0.033976864,2.416759879
0.241539679,0.0093,0.034562594,1.79796347
0.095194586,0.0066,0.033306022,1.590256741
0.164439468,0.0207,0.034166867,2.586195223
0.156200835,0.0102,0.033375933,2.096942388
0.175498507,0.0299,0.034575853,3.182157214
0.196510158,0.039,0.033821125,3.830884424
0.209880751,0.0337,0.033855343,3.367495305
0.185310685,0.0175,0.034168407,1.897118356
0.15997489,0.0283,0.036180317,4.903504405
0.164415027,0.0114,0.033714874,2.148705274
0.260875691,0.0267,0.034770518,1.752718785
0.125081674,0.0328,0.033531859,3.087970814
0.28251293,0.0182,0.033979706,2.491249837
0.265134866,0.0244,0.0340389,3.91090786
0.16034942,0.0296,0.033072551,2.691005217
0.11195,0.0357,0.034022428,4.380087607
0.189611806,0.0297,0.036003099,8.389320139
0.180812419,0.0095,0.033910273,2.085929608
0.228967266,0.0166,0.034299531,2.067936224
0.14188746,0.019,0.033694596,2.487248427
0.089754725,0.0275,0.03412668,4.814721439
0.09039757,0.0317,0.034256778,3.647453271
0.164128992,0.0259,0.033182328,2.299247479
0.17236184,0.0201,0.034131089,2.400987192
0.313394982,0.0164,0.035398335,2.487966218
0.23777757,0.0263,0.034113658,3.187671963
0.269302359,0.0343,0.035247287,3.101289646
0.186444413,0.015,0.03413138,2.512845265
0.176784549,0.0315,0.033827734,2.4897103
0.192158662,0.0145,0.033842787,2.499431961
0.234306206,0.029,0.034098503,3.639501639
0.161566667,0.0214,0.033991165,4.519712369
0.261539132,0.0088,0.034226669,1.702026249
0.219927753,0.0232,0.034414587,2.05476652
0.209308279,0.0165,0.033387163,2.488190577
0.098097188,0.0046,0.033410761,1.129655868
0.22160406,0.0146,0.034264236,2.454344708
0.099112281,0.0369,0.0327529,3.941735965
0.205254311,0.0147,0.033934124,2.179587926
0.046501891,0.0404,0.0332926,5.615706723
0.279891231,0.0353,0.034655988,3.634709477
0.311819898,0.0221,0.03640516,3.057804082
0.192867611,0.0121,0.034205344,2.349209314
0.198839271,0.0101,0.033965742,1.80161991
0.15632795,0.01,0.033709787,1.747570365
0.190141952,0.0137,0.033737595,2.267982398
0.166034505,0.041,0.034103514,4.845831648
0.237316455,0.0193,0.034242199,2.897375767
0.170293713,0.0266,0.035550643,2.472690643
0.175036029,0.0075,0.034205078,1.707788838
0.115878818,0.0243,0.034263199,3.220213054
0.18342241,0.0292,0.034846532,3.381766265
0.243794852,0.02,0.034647587,1.946336203
0.182256888,0.0195,0.033930214,2.29281449
0.172918348,0.013,0.033626564,2.056745248
0.183234186,0.0298,0.033676069,4.013715251
0.152092574,0.0234,0.034282398,3.561469802
0.181890898,0.0152,0.034027502,2.365603945
0.202027536,0.0262,0.033439257,3.29390715
0.173780859,0.0183,0.033588394,2.554614972
0.105719836,0.036,0.034866165,3.803212722
0.189524638,0.0417,0.033994199,4.608157005
0.155448587,0.0254,0.033631438,2.469558804
0.131070968,0.0055,0.034023912,1.196083548
0.144912178,0.012,0.033487491,2.14848697
0.105258304,0.0261,0.034713984,2.696415901
0.125788974,0.0136,0.033760599,2.086744955
0.100245528,0.0222,0.032543068,3.698890244
0.146341975,0.0173,0.033547831,2.34858934
0.145975901,0.0192,0.033885256,2.591902816
0.144489333,0.0363,0.033612858,2.671175111
0.240823265,0.0368,0.03353641,3.346571701
0.182464408,0.0194,0.033816022,2.418481165
0.295737628,0.0348,0.035029638,4.413631122
0.155994807,0.0143,0.033861161,1.994290335
0.201190481,0.0134,0.033804088,2.310868224
0.233593556,0.0171,0.034132027,2.469478821
0.194180154,0.0109,0.033791475,2.225838637
0.217115,0.0338,0.035267475,2.757571316
0.071749683,0.0358,0.033851831,5.038396829
0.184809891,0.0094,0.033945041,1.986214138
0.235768343,0.0157,0.034148654,2.709951977
0.129409257,0.0356,0.033488614,3.161650252
0.231054996,0.009,0.033908775,1.9892327
0.201935759,0.0105,0.034176386,1.725793333
0.131454374,0.0349,0.033663627,3.381198456
0.172942731,0.018,0.034630551,2.31741803
0.171738871,0.008,0.033882508,1.924291677
0.143005067,0.0239,0.033806502,3.182072226
0.188688805,0.0215,0.035135185,3.219599244
0.271630076,0.0203,0.035117993,2.086298387
0.134599545,0.0322,0.033669331,4.503052273
0.153304128,0.026,0.034118939,4.52669656
0.222397764,0.0083,0.034554878,1.733311697
0.180179079,0.0084,0.034540913,1.964935362
0.141222032,0.0179,0.032990599,2.093123198
0.272379565,0.0241,0.034559746,2.532082174
0.068908621,0.0372,0.033735196,3.404292672
0.117310595,0.0365,0.034426017,3.892806676
0.245517382,0.0199,0.034658491,2.505708231
0.163826415,0.037,0.032299981,2.659119623
0.226006459,0.0231,0.035587043,2.639322049
0.145784269,0.0151,0.033955311,2.037578787
0.149488547,0.0255,0.034252932,3.099468994
0.165151724,0.032,0.034664573,3.952219704
0.210213923,0.0167,0.033564454,2.350097832
0.157052546,0.0347,0.03439352,3.310722607
0.180455009,0.0124,0.034489685,2.668180236
0.130765413,0.0077,0.033841932,1.589156417
0.149456355,0.0217,0.03404689,3.882929017
0.18662618,0.0386,0.033819633,4.184160515
0.123577991,0.0226,0.033101969,2.84571453
0.082758246,0.0389,0.033043725,6.285135491
0.181546751,0.0091,0.034061805,2.10386101
0.133524194,0.0251,0.032306881,3.230008602
0.176512355,0.014,0.034172357,2.574393599
0.145269715,0.0122,0.033702106,2.053623824
0.150031379,0.0139,0.033447349,2.290797642
0.125680332,0.038,0.033700148,2.812000711
0.184175661,0.0318,0.034489684,3.458378836
0.095794595,0.0361,0.034486564,3.89206036
0.225210078,0.027,0.033677199,2.873055969
0.061109615,0.0061,0.032315336,1.552695673
0.204983824,0.0253,0.03460891,3.141489706
0.096483806,0.0331,0.034012848,3.771341498
0.152206575,0.025,0.032275613,3.531415068
0.194142699,0.0169,0.033757084,2.249508919
0.233499136,0.0099,0.03465272,2.152364606
0.083810746,0.0224,0.033828905,4.773889035
0.135943095,0.0266,0.033630968,2.203123142
0.302130481,0.0647,0.031506483,4.702165241
0.226741643,0.026,0.033860043,2.610762887
0.31728911,0.0547,0.033209819,7.908132975
0.175717516,0.0247,0.03361535,2.794517311
0.138396279,0.0147,0.033436477,1.846099535
0.167825213,0.0193,0.033790177,2.232178726
0.208952297,0.0145,0.035023531,1.835728269
0.354813415,0.0521,0.032115929,10.8991622
0.092701182,0.0139,0.033858069,1.744600676
0.235426988,0.0837,0.034654356,7.209833012
0.151832099,0.0422,0.034001816,2.996723765
0.157281053,0.0316,0.033394212,3.129678338
0.168946741,0.0189,0.0336525,2.310799502
1.373708649,0.0753,0.037841999,12.13758919
0.146683654,0.0365,0.03363195,3.12896486
0.125938813,0.0206,0.033844797,2.480955629
0.153326718,0.0523,0.033346156,5.139212977
0.12763381,0.0443,0.033489689,3.673598571
0.129484368,0.0325,0.033321609,2.25678212
0.112800508,0.0899,0.033237445,3.208868305
0.325645882,0.0826,0.031219879,9.510396471
0.19147576,0.0285,0.033788151,3.028485939
0.457470175,0.0973,0.032502053,8.269805848
0.716318121,0.0599,0.034081647,10.16695772
0.112345894,0.0331,0.032817447,2.97858285
0.088901356,0.0819,0.033951389,2.748499322
0.515995021,0.0371,0.03538065,2.489979876
0.128475606,0.0176,0.033474204,1.636356209
0.227496689,0.0466,0.033088577,3.442584106
0.703666176,0.103,0.035360061,6.524335294
0.703157955,0.0597,0.039493234,6.423127273
0.140944803,0.0289,0.033537396,2.833250891
0.170151418,0.0231,0.033392077,1.809078011
0.147121528,0.0456,0.034701776,4.788277257
0.123599046,0.0188,0.033228842,1.872634866
0.128454762,0.0501,0.03379859,3.411839796
0.208060666,0.0311,0.033756799,3.05911623
0.306075536,0.0713,0.033490991,10.25229957
1.056025888,0.0745,0.035023487,4.300303553
0.571604545,0.0432,0.034900685,4.145283333
0.155847871,0.0214,0.0339384,2.376086788
0.447019214,0.0454,0.033460899,5.196172489
0.091897492,0.0399,0.034123569,4.713730721
0.15041094,0.0218,0.033517871,2.367709085
0.1249,0.0439,0.034724466,3.704957463
0.076444816,0.0855,0.032989706,4.485807023
0.644861894,0.0449,0.035193784,3.455052194
0.339774161,0.049,0.035002174,3.255295302
0.14806355,0.0217,0.03352909,2.435400602
0.053786688,0.0143,0.033446933,1.683078571
0.142883873,0.0388,0.032715645,3.596457753
0.215781262,0.0323,0.034064816,2.636657298
0.163141366,0.027,0.033875112,2.128552422
0.226234206,0.0283,0.033981963,2.518426294
0.173680887,0.0275,0.033608694,2.944852435
0.179060643,0.0378,0.033500388,4.388506311
0.285725106,0.0974,0.032443607,4.907554894
0.169150289,0.0292,0.033631811,2.393083698
0.171061367,0.021,0.033692655,2.600086071
0.215076406,0.0364,0.034030956,4.17096998
0.249067836,0.1119,0.030301597,8.906305263
0.127440031,0.0191,0.033652762,1.811992805
0.110911577,0.0469,0.033131549,3.321452685
0.245469477,0.0386,0.033578084,3.204488954
0.255754828,0.0265,0.034032708,2.950479269
0.151271798,0.0226,0.03359018,2.584748947
0.078073311,0.0889,0.033721914,3.42122973
0.118110099,0.0122,0.033325027,1.564144371
0.19853945,0.0653,0.029351194,13.86118165
0.174493141,0.0346,0.033738219,1.848385541
0.066352901,0.0142,0.033018586,1.210527645
0.193618318,0.0271,0.033654232,2.608194037
0.54450283,0.0818,0.034082344,13.24897547
0.385825466,0.0468,0.033950166,3.944463354
0.095792943,0.0155,0.033445097,1.886191915
0.170892718,0.0239,0.03371432,2.479408879
0.202671869,0.0366,0.03332855,2.367369364
0.160626742,0.0228,0.033214068,2.307655236
0.18966162,0.0482,0.032642056,4.044790405
0.141974035,0.0451,0.032893311,3.238998596
0.115732653,0.0301,0.03315334,2.544028336
0.153049763,0.0562,0.033860883,3.178776303
0.209003403,0.0241,0.033854386,2.530501098
0.152278268,0.0293,0.033193496,2.223758999
0.147494631,0.0702,0.030156291,19.06700336
0.17907708,0.0245,0.033413456,2.012179508
0.206650577,0.0395,0.033724135,3.693544517
0.154619897,0.0237,0.03364311,2.384118636
0.221080097,0.0561,0.032570553,4.858227184
0.315587748,0.0429,0.033620679,3.660991622
0.222966975,0.0417,0.034400255,2.337104388
0.143108549,0.0261,0.034275482,2.727959603
0.139809256,0.0315,0.034005669,2.438621465
0.154617476,0.0638,0.033385694,6.61937233
0.179405864,0.0306,0.033757549,2.817070872
0.097834383,0.0251,0.033490183,2.576657225
0.414372727,0.0821,0.032341189,11.58712545
0.063120178,0.0159,0.03340897,1.991020799
0.212673364,0.0651,0.03257756,4.774783645
0.156426389,0.0545,0.033085445,4.93402037
0.221448667,0.0517,0.035229209,4.755021333
0.136402047,0.038,0.033500236,5.167597629
0.390900119,0.0357,0.033153956,4.480194887
0.179998339,0.0258,0.0336678,2.838164712
0.072216864,0.0158,0.033400178,1.774495293
0.129860134,0.0921,0.033873421,3.339319095
0.094327105,0.0169,0.033661212,2.088705544
0.231074642,0.0186,0.033815079,1.976619792
0.154991502,0.0324,0.033489867,2.998994596
0.218209898,0.0498,0.033990184,2.71618942
0.138164966,0.0499,0.034278094,2.489928571
0.172580465,0.0343,0.032656056,3.039605349
0.178788573,0.0198,0.033530646,2.693163284
0.07620936,0.016,0.033683033,2.357125383
0.241057701,0.0424,0.033331695,3.166494713
0.062871868,0.0154,0.033263902,1.900762506
0.046053242,0.0543,0.033029648,3.371767918
0.101308526,0.0497,0.033355548,2.627957016
0.360772449,0.0769,0.030723608,2.663522449
0.273168771,0.0342,0.03368745,2.422689147
0.109247655,0.0152,0.032837775,1.454578987
0.115759016,0.0487,0.033947992,4.426316646
0.135196275,0.043,0.030949357,1.570175358
0.144330328,0.0281,0.033782581,2.707591296
0.074014333,0.0488,0.0336717,6.162222
0.311632061,0.0502,0.030903251,19.51965115
0.193118931,0.0263,0.033506893,2.891159189
0.089620521,0.0337,0.034286277,4.041084365
0.144611637,0.0229,0.033345054,2.016481984
0.168943448,0.1135,0.033726186,8.845457931
0.527739113,0.0503,0.035812998,6.328566935
0.4312875,0.0513,0.032509668,1.284927273
0.124843243,0.034,0.033157776,2.873759122
0.445235211,0.0564,0.03770799,7.5938
0.194392424,0.0314,0.03403036,3.097122727
0.16290882,0.0339,0.03408859,3.453289416
0.252263054,0.07,0.032698514,6.179952217
0.186233863,0.0329,0.033086209,3.718685201
0.197740394,0.0359,0.032443286,2.480786207
0.223481176,0.0384,0.032702753,3.648185378
0.126354854,0.0192,0.03353924,2.034637621
0.084194108,0.0149,0.033254913,1.770283102
0.330205495,0.0341,0.032897611,2.501062637
0.186741854,0.0348,0.033882081,3.202340502
0.174546886,0.0254,0.033637673,3.168109311
0.179061051,0.0236,0.033491554,2.90838074
0.162584523,0.0291,0.033531947,2.785670575
0.61080232,0.0693,0.035322849,7.992184223
0.420920388,0.0891,0.03142808,3.608399029
0.098656791,0.0165,0.033879191,1.961329011
0.085773504,0.0401,0.033263624,4.414367521
0.438421519,0.0525,0.031188745,2.791856329
0.140344037,0.0204,0.033902926,2.575068137
0.186556024,0.0704,0.032362765,11.24913253
0.3201344,0.047,0.034998626,7.695388
0.173608438,0.0138,0.032766205,1.3791625
0.08643652,0.0415,0.032954319,3.351721003
0.413595506,0.0668,0.034709699,16.16141292
0.357215152,0.1138,0.035913368,8.026832121
0.231932821,0.0353,0.033244503,3.528798228
0.13660805,0.0286,0.033312732,3.024262988
0.10649046,0.0208,0.033513282,2.434599664
0.159433168,0.1173,0.033672636,8.853881188
0.081707023,0.0909,0.033951397,3.022062207
0.244576032,0.0235,0.033282649,3.075396818
0.127816157,0.0274,0.032765014,2.246861339
0.227400243,0.0277,0.033462115,2.650846481
0.041717555,0.0141,0.033388628,1.862931348
0.119085473,0.0493,0.03412266,3.899491554
0.14620062,0.0234,0.03358309,2.635073915
0.194723022,0.0514,0.03315787,2.609003357
0.208027216,0.0264,0.033509921,2.002735622
0.330116426,0.0362,0.033943796,3.868491632
0.20669069,0.0385,0.034439162,4.331432069
0.388386948,0.0527,0.033450131,5.063867269
0.093714154,0.045,0.033297505,4.047577231
0.213199492,0.1139,0.031870809,8.214835025
0.072248,0.0635,0.034493252,5.112482333
0.983461062,0.0373,0.036190401,1.809569469
0.178844068,0.0984,0.034369249,12.72661469
0.631615217,0.0566,0.038726695,12.25038043
0.099348877,0.0144,0.033888078,2.008963558
0.132596793,0.0467,0.034010085,4.796004394
0.178048529,0.0425,0.034212681,3.745502124
0.336280185,0.0396,0.033761007,3.903268789
0.18744,0.0351,0.033001319,2.195991111
0.232163577,0.0563,0.033992922,6.295952033
0.055685009,0.0123,0.033290599,2.021949063
0.327086161,0.0697,0.033817351,11.63823884
0.286305209,0.025,0.033891913,2.514988334
0.218578698,0.0408,0.034427808,3.950028166
0.153621573,0.0414,0.033746717,2.895205948
0.204836506,0.0202,0.03398964,2.366060351
0.176561688,0.0309,0.033355601,2.343096456
0.513587324,0.055,0.034237278,5.162235211
0.199073684,0.0968,0.033476914,9.019399123
0.146317445,0.0402,0.033634495,5.416184424
0.240864545,0.0423,0.033168024,2.703882955
0.327079545,0.0729,0.033830078,13.40397424
0.233978517,0.0307,0.034603633,3.862718321
0.071561667,0.0809,0.032668579,5.422360333
0.087957462,0.0205,0.03361292,2.528781432
0.108131915,0.044,0.033315105,4.578015502
0.379318726,0.0383,0.033546449,6.572848456
0.738586726,0.0136,0.037294276,1.237015929
0.253239412,0.0542,0.03363439,4.906500588
0.127008487,0.0211,0.033364832,2.041790442
0.168022881,0.0393,0.033501938,5.579948769
0.062947218,0.0161,0.033238666,1.734082799
0.530465919,0.0985,0.036849128,16.87049776
0.12530096,0.0183,0.033742294,1.91233103
0.090621053,0.0166,0.033574997,2.079475211
0.232608457,0.0397,0.033603653,2.646957505
0.191990957,0.0175,0.03388966,1.619351877
0.328405288,0.0334,0.034109315,2.260127885
0.23099802,0.0621,0.03257193,21.56201287
0.814933962,0.061,0.035311972,4.795826415
0.178277778,0.0692,0.032734305,10.0947765
0.236296781,0.0248,0.033370472,2.945444726
